texto,sentimiento
"17463 Girona- Teléfono: 972214550- Web: www.rubau.com- Facturación 2024: 203 millones de euros- Nş de empleados: Más de 1.000RUBAU FORNESA, JoanPRESIDENTEJURADO, MiguelCONSEJERO DELEGADOSACYR- Sede social: C/ Condesa de Venadito, 7.",neutral
"28027 Madrid- Teléfono: 915455000- Web: www.sacyr.com- Facturación 2024: 4.571 millones de euros- Nş de empleados: 15.121MANRIQUE, ManuelPRESIDENTESIGÜENZA, PedroCONSEJERO DELEGADOSANDO- Sede social: Avd.",neutral
"29006 Málaga- Teléfono: 902996299- Web: www.sando.com- Facturación 2024: 370 millones de euros- Nş de empleados: 2.341SÁNCHEZ, LuisPRESIDENTETERRATEST- Sede social: C/ Juan de Arespacochaga y Felipe, 12.",neutral
"28037 Madrid- Teléfono: 914237500- Web: www.terratest.com- Facturación 2024: 113,6 millones de euros- Nş de empleados: 946MONTERO RUIZ, JoséCONSEJERO DELEGADOURBAS- Sede social: C/ Gobelas, 15 - 28023 Madrid- Teléfono: 918615896- Web: www.grupourbas.com- Facturación 2024: 170 millones de euros- Nş de empleados: 676ACEDO, Juan AntonioPRESIDENTEconsultoríaACCENTURE- Sede social: Pş Castellana, 85.",neutral
"28046 Madrid- Teléfono: 915966000- Web: www.accenture.com/es-es- Facturación 2024: 1.791 millones de euros- Nş de empleados: Más de 18.000OBLANCA, MercedesPRESIDENTA Y CONSEJERA DELEGADA ESPAŃA Y PORTUGALACCURACY ESPAŃA- Sede social: Pş Castellana, 53, 6ş.",neutral
"28046 Madrid- Teléfono: 914067300- Web: www.accuracy.com- Facturación 2024: 185 millones de euros (global)- Nş de empleados: 55 (Espańa)SAURA, EduardSOCIO DIRECTORAEC, ASOCIACIÓN ESPAŃOLA DE EMPRESAS DE CONSULTORÍA- Sede social: C/ Monte Esquinza 34, 2ş B. 28010 Madrid- Teléfono: 913080161- Web: www.aecconsultoras.comBENEYTO, José MaríaPRESIDENTEAECOM- Sede social: C/ Alfonso XII, 62, 5ş.",neutral
"28014 Madrid- Teléfono: 915487790- Web: www.aecom.com- Facturación 2024: 86,1 millones de euros- Nş de empleados: 818CAMY, JavierDIRECTOR GENERALALKEMY IBERIA- Sede social: Pş Recoletos, 27.",neutral
"28004, Madrid- Teléfono: 663894837- Web: www.alkemy.com- Facturación 2024: 115,3 millones de euros (global)- Nş de empleados: 916 (global)BLANCH, RuthCONSEJERA DELEGADAALTIA- Sede social: Rúa Vulcano 3, 15172 A Coruńa- Teléfono: 981138847- Web: www.altia.es- Facturación 2024: 255,6 millones de euros- Nş de empleados: 4.000FERNÁNDEZ PICO, ConstantinoPRESIDENTE Y CONSEJERO DELEGADOALVAREZ & MARSAL- Sede social: Pş Castellana, 95, 18Ş. Torre Europa.",neutral
"28037 Madrid- Teléfono: 912148800- Web: https://atos.net/es/spain- Facturación 2024: 10.000 millones de euros (global)- Nş de empleados: 72.000 (global)PAYÁ, MercedesDIRECTORA GENERAL ESPAŃAAUREN- Sede social: Avd.",neutral
"08029 Barcelona- Teléfono: 913650542- Web: www.bakertilly.es- Facturación 2024: 57,1 millones de euros- Nş de empleados: 488MERCADÉ, XavierCONSEJERO DELEGADO Y DIRECTOR GENERALBAUFEST- Sede social: Carrera de San Jerónimo 15.",neutral
"28014 Madrid- Web: www.baufest.com- Facturación 2023: 40 millones de euros (global)- Nş de empleados: 900 (global)LÓPEZ BELTRÁN, Miguel ÁngelDIRECTOR COMERCIAL ESPAŃABOSTON CONSULTING GROUP- Sede social: C/ Alcalá, 95.",neutral
"28009 Madrid- Teléfono: 915206100- Web: www.bcg.es- Facturación 2024: 13.500 millones de dólares (global)- Nş de empleados: 33.000 (global)BARALLAT, LuisSOCIO DIRECTOR IBERIA Y SUDAMÉRICABTS GROUP SPAIN- Sede social: C/ Simón Bolivar 27, 1Ş, of.",neutral
"48013 Bilbao- Teléfono: 944235559- Web: https://bts.com/location/es-en/- Facturación 2024: 25-30 millones de euros (Sur de Europa y Latam)- Nş de empleados: 100ANDREOU, PhiliosCONSEJERO DELEGADOCAPGEMINI- Sede social: Ed.",neutral
"C/ Puerto de Somport, 9, 28050 Madrid- Teléfono: 912153700- Web: www.capgemini.com/es-es- Facturación 2024: 700 millones de euros- Nş de empleados: 11.000ABAD, LuisCONSEJERO DELEGADO ESPAŃACE CONSULTING- Sede social: C/ Princesa, 24, 3Ş. 28008 Madrid- Teléfono: 915410000- Web: www.ceconsulting.es- Facturación 2023: 21,8 millones de euros- Nş de empleados: 470MARTÍN LARA, LuisCONSEJERO DELEGADOCIRCANA- Sede social: C/ Albasanz, 15.",neutral
"28028 Madrid- Teléfono: 915145000- Web: www.deloitte.es- Facturación 2024: 1.176,9 millones de euros- Nş de empleados: 10.531FLÓREZ, HéctorPRESIDENTEDEVOTEAM- Sede social: C/ Alcalá, 44, planta 3, centro.",neutral
"28014, Madrid- Teléfono: 913768820- Web: https://es.devoteam.com/- Facturación 2024: 143 millones de euros- Nş de empleados: 1.085LÓPEZ, TomásCONSEJERO DELEGADO ESPAŃADXC TECHNOLOGY- Sede social: Jose Echegaray, 8 Las Rozas - Madrid- Web: https://dxc.com/es/es- Facturación 2024: 770 millones de euros- Nş de empleados: 8.500GARCÍA MURIEL, AlfonsoPRESIDENTE ESPAŃA Y PORTUGALEDENRED ESPAŃA- Sede social: World Trade Center Almeda Park, Plaça de la Pau, s/n, Edif.",neutral
"08940 Barcelona- Teléfono: 900902957- Web: www.edenred.es- Facturación 2024: Más de 2.856 millones de euros (global)- Nş de empleados: 12.000 (global) y 133 (Espańa)DE BOURGUES, StanislasCONSEJERO DELEGADO ESPAŃAENTELGY- Sede social: Av. Llano Castellano, 43.",neutral
"28003 Madrid- Teléfono: 915727200- Web: www.ey.com/es- Facturación 2024: 847,9 millones de euros- Nş de empleados: 5.965LINARES, FedericoPRESIDENTEFTI CONSULTING SPAIN- Sede social: Pş Castellana, 35.",neutral
"28046 Madrid- Teléfono: 915243840- Web: www.fticonsulting.com- Facturación 2024: 89 millones de euros- Nş de empleados: 234VÉLEZ, Sergio'SENIOR MANAGING DIRECTOR'F5- Sede social: Pş Castellana, 77.",neutral
"28046 Madrid- Teléfono: 618895713- Web: www.f5.com- Facturación 2023: 2.816 millones de dólares (global)- Nş de empleados: 27 (Espańa)CAŃETE, Luis MiguelDIRECTOR ESPAŃAGLOBANT- Sede social: Pl.",neutral
"Pablo Ruiz Picasso, 11, 7Ş. 28020 Madrid- Teléfono: 915319021- Web: www.globant.com/es- Facturación 2024: 2.415 millones de euros (global)- Nş de empleados: 31.100 (global)MIGOYA, MartínCONSEJERO DELEGADOGRUPO CBRE- Sede social: Ed.",neutral
"Pş Castellana, 202, 8Ş. 28046 Madrid- Teléfono: 915981900- Web: www.cbre.es- Facturación 2024: 415,7 millones de euros- Nş de empleados: 2.629RAMÍREZ-ESCUDERO, AdolfoPRESIDENTEGRUPO OESÍA- Sede social: C/ Marie Curie, 19.",neutral
"28521 Madrid- Teléfono: 913098600- Web: www.grupooesia.com- Facturación 2024: 256 millones de euros- Nş de empleados: 3.592FURNELLS, LuisPRESIDENTE EJECUTIVOIBERINFORM INTERNACIONAL- Sede social: C/ Méndez Álvaro 31.",neutral
"28045 Madrid- Teléfono: 915334600- Web: www.iberinform.es- Facturación 2024: 29,28 millones de euros- Nş de empleados: 125JIMÉNEZ, IgnacioCONSEJERO DELEGADOINDRA- Sede social: Avd.",neutral
"28108 Madrid- Teléfono: 914805000- Web: www.indracompany.com- Facturación 2024: 4.843 millones de euros- Nş de empleados: 60.000ESCRIBANO, ÁngelPRESIDENTEINETUM- Sede social: C/ María de Portugal 9-11.",neutral
"28050 Madrid- Teléfono: 913874700- Web: www.inetum.com- Facturación 2024: 722 millones de euros- Nş de empleados: 8.500GARCÍA DEL VALLE, ManuelCONSEJERO DELEGADO IBERIA Y LATAMIO Investigación- Sede social: C/ Guzmán el Bueno, 133, 2Ş. Ed.",neutral
"28003 Madrid- Teléfono: 915349285- Web: www.ioinvestigacion.com- Facturación 2024: 11 millones de euros- Nş de empleados: 277MARTÍNEZ, MarianoPRESIDENTEJAGGAER ESPAŃA- Sede social: Avd.",neutral
"28042 Madrid- Teléfono: 916088738- Web: es.kaizen.com/es- Facturación 2024: Más de 10 millones de euros- Nş de empleados: 100IGLESIAS, BorjaDIRECTOR GENERALKEARNEY- Sede social: Pş Castellana, 31.",neutral
"28046 Madrid- Teléfono: 915577800- Web: www.es.kearney.com- Facturación 2023: 1.500 millones de dólares (global)- Nş de empleados: 112 (Espańa)MOLINER, PabloPRESIDENTE ESPAŃA Y PORTUGALKNOWMAD MOOD- Sede social: C/ Jacinto Benavente, 2, Ed.",neutral
"28232 Madrid.- Teléfono: 634888000- Web: www.knowmadmood.com/es/- Facturación 2024: 210 millones de euros- Nş de empleados: 3.000 (global)RUFINO, José ManuelCONSEJERO DELEGADOKPMG- Sede social: Pş Castellana, 259 C. 28046 Madrid- Teléfono: 914563400- Web: www.kpmg.es- Facturación 2024: 827,8 millones de euros- Nş de empleados: 5.790CANO, Juan JoséPRESIDENTEKROLL- Sede social: Pş Castellana, 81.",neutral
"28008 Madrid- Teléfono: 916658238- Web: www.madom.es- Facturación 2024: 2,3 millones de euros- Nş de empleados: 39MARTÍN CERRATO, José MaríaDIRECTOR GENERALMARSH ESPAŃA- Sede social: Pş Castellana, 216, 8Ş. 28046 Madrid- Teléfono: 914569400- Web: www.marsh.com/es- Facturación 2024: 159,6 millones de euros- Nş de empleados: 687TRUEBA, PabloCONSEJERO DELEGADOMCKINSEY & COMPANY- Sede social: C/ Miguel Ángel, 23.",neutral
"28020 Madrid- Teléfono: 911935776- Web: www.merkle.com/es/es- Nş de empleados: 750BLANCO, ManuelCONSEJERO DELEGADOMETYIS- Sede social: C/ Entença, 334, 2ş 5Ş. 08029 Barcelona- Teléfono: 930153615- Web: www.metyis.com- Facturación 2022: 25 millones de euros- Nş de empleados: 140BUENO OLIVEROS, José AntonioDIRECTOR GENERAL ESPAŃANOVADAYS- Sede social: Avd.",neutral
"28050 Madrid- Teléfono: 917490000- Web: www.nttdata.com- Facturación 2024: 1.524 millones de euros- Nş de empleados: 21.000LÓPEZ-BARRANTES, VíctorDIRECTOR GENERAL ESPAŃAOLIVER WYMAN- Sede social: Pş Castellana, 216, 13ş.",neutral
"28046 Madrid- Teléfono: 915317900- Web: www.oliverwyman.com- Facturación 2024: 3.400 millones de dólares (global)- Nş de empleados: 7.200 (global)LAGO DE LANZÓS, ClaudioDIRECTOR GENERAL IBERIAomega peripherals- Sede social: Travessera de les Corts, 55, 1Ş. 08028 Barcelona- Teléfono: 934486166- Web: www.omega-peripherals.com- Facturación 2022: 59,5 millones de euros- Nş de empleados: 160CASADEJUST, AlbertCONSEJERO DELEGADOOVERLAP- Sede social: Avd.",neutral
"Partenón, 10, 2Ş. 28042 Madrid- Teléfono: 917210221- Web: www.weboverlap.net- Facturación 2023: 15,1 millones de euros- Nş de empleados: 152RUIZ DEL PORTAL, JuanDIRECTOR GENERAL ESPAŃA Y PORTUGALPEOPLEMATTERS- Sede social: C/ Serrano, 21.",neutral
"28001 Madrid- Teléfono: 917810680- Web: www.peoplematters.com- Facturación 2023: 3 millones de euros- Nş de empleados: 30MARCOS, SusanaCONSEJERA DELEGADAPRODWARE ESPAŃA- Sede social: Av. General Perón 38.",neutral
"28004 Madrid- Teléfono: 915900250- Web: www.rolandberger.com- Facturación 2024: 16,8 millones de euros- Nş de empleados: 58BUSQUETS, Pol; LEDO, Bieito; LÓPEZ DE LOS MOZOS, Fernando y VÍLCHEZ, Juan LuisRESPONSABLES EN ESPAŃASAGE- Sede social: Avd.",neutral
"28018 Madrid- Teléfono: 913349292- Web: www.sage.com/es-es/- Facturación 2024: 2.332 millones de libras (global)- Nş de empleados: 10.500 (global)MARTÍN ZABALA, José Luis'MANAGING DIRECTOR' ESPAŃA Y PORTUGALSATEC- Sede social: C/ Campomanes, 20, 1ş C. Oviedo.",neutral
"33008 Asturias- Teléfono: 917089000- Web: www.satec.es- Facturación 2024: 130,7 millones de euros- Nş de empleados: 1.630RODRÍGUEZ-OVEJERO, LuisPRESIDENTESDG Group- Sede social: Avd.",neutral
"Diagonal, 427 Bis, 4Ş. 08036 Barcelona- Teléfono: 932890820- Web: www.sdggroup.com- Facturación 2024: 121 millones de euros- Nş de empleados: 1.600MAS, Albert'MANAGING DIRECTOR'SEIDOR- Sede social: C/ Eje del Once de Septiembre, 41-45, Vic.",neutral
"08500 Barcelona- Teléfono: 933043222- Web: www.seidor.com- Facturación 2024: 1.125 millones de euros- Nş de empleados: 10.000BIOSCA, SergiCONSEJERO DELEGADOSERVINFORM- Sede social: C/ Manufacturas, 11.",neutral
"41297 Sevilla- Teléfono: 954485800- Web: www.servinform.es- Facturación 2023: Más de 200 millones de euros- Nş de empleados: 6.000RUFO, NachoPRESIDENTE Y CONSEJERO DELEGADOSImon-Kucher & Partners- Sede social: Pş Castellana, 35, 4Ş. 28046 Madrid- Teléfono: 913289370- Web: www.simon-kucher.com/es- Facturación 2023: 540,5 millones de euros (global)- Nş de empleados: 2.000 (global); 116 (Espańa)GÓMEZ, Ignacio'MANAGING PARTNER' ESPAŃASISTEPLANT- Sede social: C/ Santa Leonor, 65, Ed.",neutral
"G, 1Ş. 28037 Madrid- Teléfono: 946021200- Web: www.sisteplant.com- Facturación 2024: 12 millones de euros- Nş de empleados: 176LÓPEZ, DavidCONSEJERO DELEGADOSOPRA STERIA- Sede social: Avd.",neutral
"28050 Madrid- Teléfono: 911128000- Web: www.soprasteria.es- Facturación 2023: 5.800 millones de euros (global)- Nş de empleados: 56.000 (global)PEŃALVER, AntonioDIRECTOR GENERAL ESPAŃASTRATESYS- Sede social: C/ Torrelaguna, 77.",neutral
"28043 Madrid- Teléfono: 913604960- Web: www.stratesys-ts.com- Facturación 2024: 130 millones de euros- Nş de empleados: 1.900MONTANÉ, RamónCONSEJERO DELEGADOVASS- Sede social: Avenida de Europa 1, edificio B, 28108, Alcobendas (Madrid)- Teléfono: 916623404- Web: https://vasscompany.com/- Facturación 2024: 356 millones de euros- Nş de empleados: 4.600MELBER, José PérezCONSEJERO DELEGADOWORLD PANEL BY NUMERATOR- Sede social: Camí de Can Calders, 4.",neutral
"08173 Barcelona- Teléfono: 935819600- Web: www.worldpanelbynumerator.com- Nş de empleados: 300MARTÍNEZ ABARCA, María JosepDIRECTORA GENERAL ESPAŃACorporacionesCORPORACIÓN FINANCIERA ALBA- Sede social: C/ Castelló, 77, 5Ş. 28006 Madrid- Teléfono: 914363710- Web: www.corporacionalba.es- Facturación 2024: 15 millones de euros- Nş de empleados: 52MARCH DELGADO, CarlosPRESIDENTECORPORACIÓN MONDRAGÓN- Sede social: Pş José María Arizmendiarreta, 5.",neutral
"20500 Guipúzcoa- Teléfono: 943779300- Web: www.mondragon-corporation.com- Facturación 2024: 11.213 millones de euros- Nş de empleados: 70.085RODRÍGUEZ, PelloPRESIDENTECRITERIACAIXA- Sede social: Av. Diagonal, 621-629 Torre II.",neutral
"08028 Barcelona- Teléfono: 934092121- Web: www.criteriacaixa.com- Beneficio neto 2024: 1.061 millones de eurosFAINÉ, IsidroPRESIDENTEREYNÉS, FranciscoVICEPRESIDENTE PRIMEROGODÓ, JavierVICEPRESIDENTE SEGUNDOFreudenberg- Sede social: C/ Can Gurri, P.I. Can Volart.",neutral
"08150 Barcelona- Teléfono: 935656200- Web: www.freudenberg.com/- Facturación 2023: 365 millones de euros (Espańa)- Nş de empleados: 1.050 (Espańa)CANÉ, Jaume'COUNTRY REPRESENTATIVE'GRUPO EULEN- Sede social: C/ Gobelas, 29.",neutral
"28023 Madrid- Teléfono: 916310800- Web: www.eulen.com- Facturación 2024: 1.794 millones de euros- Nş de empleados: 75.056ÁLVAREZ MEZQUÍRIZ, María JoséPRESIDENTA EJECUTIVAGRUPO FUERTES- Sede social: Avd.",neutral
"30840 Murcia- Teléfono: 968636900- Web: www.grupofuertes.com- Facturación 2023: 2.502 millones de euros- Nş de empleados: 8.397FUERTES, TomásPRESIDENTEGRUPO ILUNION- Sede social: C/ Albacete, 3.",neutral
"28027 Madrid- Teléfono: 913278500- Web: www.ilunion.com- Facturación 2024: 1.320 millones de euros- Nş de empleados: 43.000OŃORO, AlejandroCONSEJERO DELEGADOINVERAVANTE- Sede social: Avd.",neutral
"15005 A Coruńa- Teléfono: 981257481- Web: www.inveravante.com- Facturación 2024: 278 millones de euros- Nş de empleados: 1.017JOVE, Felipa y JOVE, Manuel ÁngelCOPRESIDENTESSIEMENS- Sede social: Ronda de Europa, 5.",neutral
"28760 Madrid- Teléfono: 915148000- Web: www.new.siemens.com/es/es.html- Facturación 2024: 574 millones de euros- Nş de empleados: 1.325SILVA, FernandoPRESIDENTE Y CONSEJERO DELEGADODistribuciónAHORRAMAS- Sede social: C/ Pintores, 4.",neutral
"28891 Madrid- Teléfono: 913544066- Web: www.ahorramas.com- Facturación 2024: 2.336 millones de euros- Nş de empleados: 13.737BOSCH ILLA, RamónDIRECTOR GENERALALCAMPO- Sede social: C/ Santiago de Compostela Sur, s/n. 28029 Madrid- Teléfono: 917306666- Web: www.alcampocorporativo.es- Facturación 2024: 5.004 millones de euros- Nş de empleados: Más de 23.000RIBEIRO, AméricoDIRECTOR GENERALALDI SUPERMERCADOS- Sede social: C/ Víctor Hugo, 1 Sant Cugat del Vallés.",neutral
"08174 Barcelona- Teléfono: 900902466- Web: www.aldi.es- Facturación 2023: 1.948 millones de euros- Nş de empleados: 7.700LUMBRERAS, ValentínCONSEJERO DELEGADOALIMERKA- Sede social: C. Log.",neutral
"33690 Asturias- Teléfono: 985791679- Web: www.alimerka.es- Facturación 2024: 838,8 millones de euros- Nş de empleados: 6.306FERNÁNDEZ, AlejandroPRESIDENTEBM SUPERMERCADOS- Sede social: Ctra.",neutral
"Guipúzcoa- Teléfono: 943668000- Web: bmsupermercados.com- Facturación 2024: 1.186 millones de euros- Nş de empleados: 7.142JAREŃO, ÁngelCONSEJERO DELEGADOBONŔREA CORPORACIÓN- Sede social: C/ Traspalau, 8.",neutral
"25210 Barcelona- Teléfono: 973550100- Web: www.bonarea.com- Facturación 2024: 2.680 millones de euros- Nş de empleados: 6.418ALSINA CALVET, JaumePRESIDENTEBON PREU- Sede social: Ctra.",neutral
"08508 Barcelona- Teléfono: 938572950- Web: www.bonpreuesclat.cat/es/home- Facturación 2024: 2.259 millones de euros- Nş de empleados: Más de 11.000FONT, JoanPRESIDENTEBrico dępot IBERIA- Sede social: C/ La Selva, 10.",neutral
"Barcelona- Teléfono: 936646818- Web: www.bricodepot.es- Facturación 2024: 460 millones de euros- Nş de empleados: 2.200BARGATE, ChrisCONSEJERO DELEGADOCARREFOUR ESPAŃA- Sede social: PE.",neutral
"28108 Madrid- Teléfono: 913018900- Web: www.carrefour.es- Facturación 2024: 9.176 millones de euros- Nş de empleados: 53.500PERTHUISOT, ElodieDIRECTORA EJECUTIVACONDIS- Sede social: C/ del Mig, 72-80.",neutral
"08110 Barcelona- Teléfono: 935653400- Web: www.condis.es- Facturación 2024: 807 millones de euros- Nş de empleados: Más de 3.500ROMERO, ManuelDIRECTOR GENERALCONSUM- Sede social: Avd.",neutral
"46460 Valencia- Teléfono: 961974000- Web: www.consum.es- Facturación 2024: 4.707 millones de euros- Nş de empleados: 21.869RODRÍGUEZ, AntonioDIRECTOR GENERALCOVIRÁN- Sede social: Ctra.",neutral
"18230 Granada- Teléfono: 958808300- Web: www.coviran.es- Facturación 2024: 1.846 millones de euros- Nş de empleados: 14.813BENITO DÍAZ, José AntonioPRESIDENTEDECATHLON ESPAŃA- Sede social: C/ Salvador de Madariaga, s/n. San Sebastián de los Reyes.",neutral
